6356,editorial, 『社説』、論説(《英》leading article、 leader) / 『編集者の』;編集上の / 社説の、論説の,èdətɔ’:riəl
6357,impudence, 〈U〉厚かましさ、無遠慮;(…する)厚かましさ《+『to』 do》 / 〈C〉無遠慮な言葉(行為),ímpjudns
6358,midday, 正午、真昼 / 正午の、真昼の,mìddéi
6359,corporal, (軍隊の)伍(ご)長(最下位の下土官)  身体の、肉体の,kɔ’:rp(ə)rəl
6360,aright, 《文》正しく、まちがいなく,əráit
6361,nigger, 黒人(negro)、(一般に)黒色人種,nígər
6362,lily, 『ユリ』;ユリの花 / (フランス王家の)ユリの紋章 / ユリのような、ユリのように白い(清純な),líli
6363,noun, 『名詞』,náun
6364,scout, 『斥候』(せっこう)、偵察(ていさつ)機、偵察艦 / (また 『talent scout』)(スポーツ・芸能関係などの新人を捜す)スカウト / 《おもに米》ボーイ(ガール)スカウト / 『偵察する』 / (…を)『捜す』、捜し求める《+『for』+『名』》 / …‘を’偵察する / …‘を’偵察して突き止める《+『out』+『名、』+『名』+『out』》  〈申し出・意見など〉‘を’軽べつしてはねつける、鼻であしらう,skáut
6365,spit, 〈つば・食べ物など〉‘を’『吐く』、吐き出す《+『out』+『名』、+『名』+『out』》 / (…に)〈悪口など〉‘を’吐き出すように言う《+『out』+『名』+『at』+『名』》 / (…に向かって)『つばを吐く』《+『at』(『in』、『into』、『on』、『upon』)+『名』》 / つば(saliva)  (焼き肉用の)くし、焼きぐし / (細長く海に突き出た)出州(です)、砂州(さす);みさき / 〈肉など〉‘を’焼きぐしに刺す,spít
6366,manifestly, 明白に、はっきりと,mæ’nifestli
6367,battalion, (陸軍の)大隊 / 《しばしば複数形で》(…の)大軍、多数《+『of』+『名』》,bətæ’ljən
6368,heritage, 世襲財産 / 祖先から伝えられたもの、(有形・無形の)遺産、伝統,héritiʤ
6369,brotherhood, {U}兄弟の間がら、兄弟愛;(兄弟のような)親しい間がら / {C}組合、協会;《集合的に》同業者,brʌ’ðəhud
6370,nun, 尼僧、修道女,nú:n
6371,wad, (綿・紙・毛など柔らかいものの)塊《+of+名》 / 《話》(紙などのぎっしり束ねた)束、(特に)札束 / 《俗》大量(の…)、多額(の…)《+of+名》 / …‘を’小さく丸める《+up+名、+名+up》 / (…で)…‘を’ふさぐ《+名+with+名》,wɑ’d
6372,folding, 折り畳みの,fóuldiŋ
6373,powerfully, 力強く、強力に、強烈に,páuərf(ə)li
6374,helpful, 『助けになる』、役に立つ,hélpfəl
6375,persist, (困難・障害に屈せず)『あくまでも続ける』(『やり抜く』)、がん張る、固執する / 『存続する』、生き残る,pərsíst
6376,frigate, フリゲート艦(対潜水艦用小型駆逐艦) / (昔の)木造の快速帆船(今日の巡洋艦に当たる軍船),frígət
6377,spotted, 斑点のある;汚点のついた,spɑ’tid
6378,outlet, (水・煙などの)『出口』、はけ口《+『for』+『名』》 / (感情・精力などの)『はけ口』《+『for』+『名』》 / 《米》(電気コードの)差し込口 / (特定の商品の)販売口、販路《+『for』+『名』》,áutlet
6379,erroneous, 誤りのある、まちがった,iróuniəs
6380,inherit, (…から)〈財産・権利・称号など〉‘を’『相続する』《+『名』+『from』+『名』》 / (…から)〈体質・性質など〉‘を’『受け継ぐ』《+『名』+『from』+『名』》 / (前任者・前代から)…‘を’受け継ぐ、継承ぐ、継承する《+『名』+『from』+『名』》 / 財産を相続する,inhérit
6381,sledge,(また『sled』)《米》(荷物運搬用の)大型そり / 《英》=sled1 / …‘を’そりで運ぶ / そりに乗る、そりで行く  =sledgehammer,sléʤ
6382,supervision, (…の)監督、管理、指揮《+of+名》,sù:pərvíʒən
6383,butt, …’を’頭(角)で突く(押す) / 頭(角)で突く(押す) / 頭(角)で突くこと(押すこと)、飼突き  あざけり(批評などの)的;笑いもの  (武器・道具の)太いほうの端 / 残片  (ぶどう酒などの)大だる、一たる,bʌ’t
6384,handsomely, りっぱに;豪勢に,hæ’nsəmli
6385,tank, (液体・ガスなどを入れる)タンク / 『戦車』、タンク / …‘を’タンクに蓄える,tæ’ŋk
6386,velocity, 〈C〉速度,vəlɑ’səti
6387,arctic, 『北極の』 / 極寒の(frigid) / 〈U〉《the A-》北極(地方) / 《複数形で》《米》(くるぶしの上までくる)防水靴,ɑ’:rktik
6388,colleague, (会社・学校など、また専門職業の)『同僚』、仲間、同業者,kɑ’li:g
6389,butcher, 家蓄屠殺(とさつ)業者 / 『肉屋』 / 虐殺者 / 《米》(列車内・観覧席の)売り子 / 〈動物〉’を’屠殺する / 〈人〉’を’虐殺する / 〈仕事など〉’を’だいなしにする,búʧər
6390,drowsy, 『眠い』、うとうとしている / 眠けを誘う / 眠ったような、活気のない,dráuzi
6391,butterfly, 〈C〉『チョウ』 / (またbutterfly stroke)〈U〉(水泳で)バタフライ,bʌ’tərflài
6392,chart, 『海図』、水路図 / 『図表』 / …’を’図表(海図)に作る / 《話》〈行動など〉’を’計画する(plan),ʧɑ’:rt
6393,twin, 『双生児の一人』;《複数形で》双生児、ふたご / よく似た人(物)の片方;《複数形で》対 / ふたごの;対の / 〈ある都市〉‘を'(…と)姉妹関係にする《+名+with+名》,twín
6394,sunken, sink の過去分詞 / 《名詞の前にのみ用いて》水(地)面の下に沈んだ / (目などが)くぼんだ / 《名詞の前にのみ用いて》(部屋・庭などが)一段低い所にある,sʌ’ŋkən
6395,narrowly, 狭く、細く;限定して / かろうじて、危うく、やっと / 綿密に、つぶさに,næ’rouli
6396,insulting, 侮辱的な、無礼な,insʌ’ltiŋ
6397,deficiency, 〈U〉〈C〉(…の)(量・額などの)不足、欠乏《+『of』(『in』)+『名』》 / 〈C〉不足分、不足量、不足額 / 〈C〉(精神・肉体などの)欠陥,difíʃənsi
6398,gallows, 〈C〉《複数形》《しばしば単数扱い》絞首台 / 《the ~》絞首刑,gæ’louz
6399,diligent, 『勤勉な』 / 念入りの、苦心した,díləʤənt
6400,blunt, 『切っ先の鈍い』、なまくらの / 『ぶっきらぼうな』、無愛想な / …’を’鈍くする、鈍らせる / なまくらになる、鈍る,blʌ’nt
6401,omen, 前兆、きざし,óumən
6402,bleak, (場楠が)吹きさらしの、荒涼とした / 寒い、冷え冷えする / (将来のことなど)暗い、陰うつな,blí:k
6403,ensure, 〈物事が〉〈成功など〉‘を’『保証する』、『確実にする』 / (…から)〈人〉‘を’守る、安全にする(make safe)《+『名』+『against』+『名』(do『ing』)》,inʃúər
6404,unfair, 不公平な、不当な、かたよった / (商取引などが)公正でない、不正の,ʌnfér
6405,encampment, 〈U〉野営[すること] / 〈C〉野営地,inkæ’mpmənt
6406,possessor, 所有者、持ち主,pəzésər
6407,absorbing, 吸収する / 心を奪う、夢中にさせる,æbsɔ’:rbiŋ
6408,descendant, (…の)『子孫』《+『of』+『名』》 / 下りの、下降する / 祖先伝来の、世襲の,diséndənt
6409,independently, 独立して、自主的に,ìndipéndəntli
6410,bucket,『バケツ、手おけ』;(井戸の)つるべ / バケツ状の物;(水車・タービンなどの)水受け;(ポンプの)吸い子 / バケツ1杯(の…)(bucketful)《+『of』+『名』》,bʌ’kit
6411,clerical, 事務員の書記の / 聖職者の、牧師の / 牧師 / 《複数形で》僧服,klérikəl
6412,ache, (継続的に鈍く)〈人が〉『痛みを感じる』、〈身体が〉痛む、うずく / 《話》切望する、心から願う / 《しばしば複合語を作って》(継続的な鈍い)『痛み』、うずき,éik
6413,glitter, 『ぴかぴか光る』、きらきら輝く / (…で)〈服装・装飾などが〉きらびやかである、けばけばしい《+『with』+『名』》 / 〈C〉《単数形で》(…の)『きらめき』、輝き《+『of』+『名』》 / 〈U〉華麗、華やかさ,glítər
6414,ordinance, (市または町で作る)条例、法令,ɔ’:rd(ə)nəns
6415,bamboo,『竹』;竹材;〈C〉(1本の)竹,bæmbú:
6416,Amsterdam, アムステルダム(オランダの名目上の首都・港市),æ’mstərdæ`m
6417,vocation, 〈C〉(特に、自分に適した、またはその訓練を受けた)職業 / 〈U〉《時にa~》(特定の職業・仕事に対する)適性、素質《+for+名(doing)》 / 〈U〉《しばしば a~》天職、使命,voukéiʃən
6418,admirer, (…の)賞賛者;(特に美人を)敬慕する人《+『of』+『名』》,ædmái(ə)rər
6419,limp, 『びっこを引く』 / 〈物事が〉ちぐはぐになる、もたつく / びっこを引くこと  ぐにゃぐにゃの、柔軟な / 気力のない、薄弱な,límp
6420,pallid, (顔・肌などが)青白い、生色のない(pale),pæ’lid
6421,mildly, おだやかに、温和に / わずかに、ほんの少し,máildli
6422,Timothy, テモテ(聖パウロの弟子) / (新約聖書の)テモテへの第一(第二)の手紙(聖パウロがテモテに与えた書簡),tíməθi
6423,dealer, 『商人』;(…の)『業者』《+『in』+『名』》 / (カードゲームの)札の配り手、親,dí:lər
6424,Yorkshire, ヨークシャー(英国イングランド北東部の州),jɔ’:rkʃiər
6425,auspicious, さい先のよい、好都合の,ɔ:spíʃəs
6426,deuce,〈C〉(カードの)2の札、(さいの)2の目(2点) / 〈U〉(テニスで)ジュース  悪運;厄介、災厄;悪魔(devil) / 《古》《俗》《遠回しに》(1)=devil{名}5(1) / 《強い否定》なったく(…でない) / 《肯定文で》ちくしょう,d(j)ú:s
6427,emblem, 『象徴』(symbol),émbləm
6428,primarily, 『第一に』、主として、おもに(chiefly) / 最初に(originally),praimérəli
6429,ritual, 儀式の、儀式として行う / 《集合的に》(宗教上の)儀式[形式];(特定の)儀式 / (社会的慣習としての)礼儀、作法(おじき・脱帽・握手など),ríʧuəl
6430,thigh, 『もも』、大腿(だいたい)部,θái
6431,scant, 乏しい、不足ぎみの / 《米》《数詞を伴って》(その数に)わずか足りないだけの、…足らずの / …‘を’出し惜しむ,skæ’nt
6432,fiscal, 国庫の / 財務の、会計の,fískəl
6433,mien, (人柄・感情が分かるような)態度、物腰、様子,mí:n
6434,cor, (驚いて)わあっ、えっ,kɔ’:r
6435,railing, 〈C〉《しばしば複数形で》柵(さく);手すり;ガードレール / 〈U〉《集合的に》レール;レールの材料  (…に)がみがみ言うこと《+『against(at)』+『名』》,réiliŋ
6436,sanctity, 〈U〉(生活態度・性格の)清らかさ、気高さ / 〈U〉(場所などの持つ)神聖さ、神々しさ / 《複数形で》神聖な義務(おきて),sæ’ŋktəti
6437,accumulation, 〈U〉蓄積すること、ためること / 〈C〉蓄積した物,əkjù:mjuléiʃən
6438,cynical, 皮肉な、冷笑的な、世をすねた,sínikəl
6439,inspector, 視察官、調査官、監査人(役) / 警部,inspéktər
6440,wardrobe, 〈C〉『衣装だんす』、洋服だんす / 〈U〉《集合的に》(個人・劇団の)持ち衣装,wɔ’:rdroub
6441,Jesuit, イエズス会士(カトリック男子修道会「イエズス会」の一員),ʤéʒuit
6442,texture, 織り方、織り目、織り地 / (皮膚・木・石などの)きめ、手触り,téksʧər
6443,adjustment, 〈U〉(…の)『調停』、調整、調節《+『of』+『名』》 / 〈C〉調整装置,əʤʌ’stmənt
6444,adventurer, 冒険家 / やま師、投機家,ædvénʧərər
6445,priesthood, 聖職、僧職 / 《集合的に;the~》聖職者、僧,prí:sthud
6446,seaman, 水夫、船乗り、船員 / (米国海軍および沿岸警備隊の)水兵、(英国の特に下士官以下の)水兵 / 船の操縦のうまい人,sí:mən
6447,turbulent, 荒れ狂う、混乱した / 不穏な、騒がしい、動乱の,tə’:rbjulənt
6448,chant, 〈C〉(単調なリズムで繰り変される)歌 / (一つの音で単調に歌われる)詠唱 / (詠唱調で歌われる)聖歌 / …’を’丹調に繰り返して歌う(叫ぶ) / …’を’詠唱する / (一般に)…’を’歌う / 丹調に繰り返して歌う(叫ぶ) / 詠唱する;聖歌を歌う,ʧæ’nt
6449,marsh, 沼地、湿地(swamp),mɑ’:rʃ
6450,unaware, 気づかない、知らない,ʌ`nəwér
6451,vase, 『花びん』;(装飾用の)つぼ,véis
6452,initial, 『最初の』;語頭にある / (語の)最初の文字 / 《複数形で》(姓名の)『かしら文字』、イニシアル / …‘に’かしら文字で署名する(印をつける),iníʃəl
6453,weighty, 重量のある、重い(heavy) / 重選しい、耐えが / 重要な,wéiti
6454,minimum, 《通例単数形で》『最小限』、最小量 / (数学で)極小、最小値、極小値 / 《名詞の前にのみ用いて》『最小限の』、最小量の,mínəməm
6455,correction, 〈U〉『訂正』、修正、調整 / 〈C〉訂正箇所、訂正の書き入れ / 〈U〉(よくするための)処罰、叱責(しっせき),kərékʃən
6456,morsel, (食物の)一口、一片《+『of』+『名』》 / 少量、小片,mɔ’:rs(ə)l
6457,overlook, …‘を’『見落とす』、見逃す / …‘を’『大目に見る』、‘に’目をつぶる / 〈人が〉…‘を’『見おろす』 / 〈場所が〉…‘を’『見渡せる』、見おろす,óuvəluk
6458,unanimous, (人か)『一致の』、同意見の / (票・意見・行動などが)『満場一致の』,ju:næ’nəməs
6459,magician, 『魔法使い』;手品師、奇術師(conjurer),məʤíʃən
6460,mystical, 秘法の、秘儀の / 神秘的な、不可解な,místikəl
6461,inhabit, …‘に’『住む』、居る,inhæ’bit
6462,shaggy, 毛むくじゃらの、毛深い / (髪・まゆなど)くしゃくしゃの / けば立った,ʃæ’gi
6463,unaccountable, 説明できない、不思議な / (…に)責任がない《+for+名》,ʌ`nəkáuntəbl
6464,nightmare, 悪夢 / 悪夢のような経験(状態) / 夢魔(睡眠中の人を息苦しくさせるという魔女),náitmèər
6465,carbon, 『炭素』(化学記号は『C』) / 〈C〉炭素棒 / 〈C〉《時に〈U〉》=carbon paper,kɑ’:rbən
6466,coil,(綱・針金などの)『輪』、うず巻き《+『of』+『名』》 / (…の)『一巻き』、1回の巻き《+『of』+『名』》 / (電気の)コイル;コイルを使用した装置 / (…の回りに)〈ロープ・針金など〉’を’『ぐるぐる巻く』《+『名』+『around』(『round』)+『名』》 / (…に)『巻きつく』、輪になる、取り往く、〈蛇などが〉とぐろを巻く《+『around』(『round』)+『 名』》,kɔ’il
6467,lawless, (地域・国家などが)法律で規則されない、非合法の / (人が)法律に従わない、無法の,lɔ’:lis
6468,willingness, 喜んですること;(…喜んで)(…する)気持ち《+to do》,wíliŋnəs
6469,sarcasm, 〈U〉皮肉、風刺、当てこすり / 〈C〉皮肉な言葉,sɑ’:rkæzm
6470,crisp, (また『crispy』)(菓子・揚げものなどが)『かりかり』(『ぱりぱり』)『した』;(野菜などが)新鮮でぱりぱりした;(紙などが)パリパリと音のする / (空気・天候が)+さわやかな』、身の引き締まるような / (動作・返答・表現などが)『てきぱき』(『きびきび』)『した』 / (毛が)縮れた(curly) / 〈毛など〉’を’縮らせる / 〈パンなど〉’を’かりかりに焼く / 〈毛などが〉縮れる / かりかり(ぱりぱり)になる / =potato chip,krísp
6471,jerk, (急に)『ぐいっと引っぱる』(『押す』、『ねじる』、『投げる』)『こと』 / (筋肉の)反射運動;けいれん / 《米俗》うぶな人;まぬけ / (重量挙げの)ジャーク / 《運動を表す副詞[句]を伴って》…‘を’『急に引っぱる』(『押す』、『ねじる』、『投げる』) / …‘を’ぶっきらぼうに(投げ出すように)言う《+『out』+『名、』+『名』+『out』》 / 『急に』(『ぐいっと』)『動く』  〈特に牛肉〉‘を’細切りにして干し肉にする,ʤə’:rk
6472,tout, (…に来るように)しつこく求める(勧誘する)《+for+名》 / (競馬の)予想屋をする / …‘を’誇大に宣伝する、ほめちぎる / 〈競走馬〉‘の’情報を売る(流す) / 客引き、押し売り;(選挙などの)運動員 / (競馬の)予想屋,táut
6473,vocabulary, 〈C〉(特定の人・グループ・分野で用いられるすべての)『語彙』、用語 / 〈C〉(アルファベット順に並べて語義や訳を付けた)語彙集、単語表(集) / 〈U〉(一言語の)全語彙,voukæ’bjulèri
6474,stroll, 『ぶらぶら歩く』、散歩する / …‘を’ぶらぶら歩く、ぶらつく / 『ぶらぶら歩き』、散歩,stróul
6475,poorly, 『貧しく』、乏しく、不十分に / 『へたに』、まずく / 健康がすぐれない、病身な,púərli
6476,parliamentary, 議会の、議会に関する / 議会の規則に従った、議会方式の;議会で制定された,pɑ`:rləmént(ə)ri
6477,fitness, (…を)適性、ふさわしさ《+『for』+『名』》 / 体調の良いこと,fítnis
6478,thoughtless, 思いやりのない、不親切な;(…に)思いやりのない《+of+名》 / 不注意な、考えの浅い,θɔ’:tlis
6479,temperance, (言動や酒を)『慎むこと』、節制、節度 / 禁酒,témp(ə)rəns
6480,illumination, 〈U〉照明 / 〈U〉照度 / 〈C〉《複数形で》《おもに英》電飾、イルミネーション / 〈C〉《複数形で》(写本などの)彩飾 / 〈U〉解明、啓示,ilù:mənéiʃən
6481,martyrdom, 殉教;殉教者の苦難、殉死 / 苦痛、苦難,mɑ’:rtərdəm
6482,mellow, (果実が)『熟して甘い』、よく熟した / (ワイン・チーズなど)ほどよく熟成した;こくのある、芳醇(ほうじゅん)な / (性格などが)円熟した、円満な / (声・音が)柔らかく豊かな、朗朗とした;(色彩・光などが)柔らかくしっとりとした;(土壌が)肥沃(ひよく)で 柔らかい / (特に酔って)愛想のよい、ほろ酔いかげんの / 〈時・日光などが〉〈果実などが〉‘を’熟させる / 〈経験などが〉〈人・人の性格など〉‘を’円熟させる、円満にする / 熟す / 円熟する、円満になる,mélou
6483,nationality, 〈U〉〈C〉『国籍』 / 〈C〉(人種・言語などが同じ)民族 / 〈U〉国家としての独立,næ`ʃənæ’ləti
6484,jam, ジャム  (狭い場所などに)…‘を’『押し込む』、詰め込む《+『名』+『into』(『in』、『between』)+『名』》 / 《しばしば受動態で》(…で)〈場所など〉‘を’『ぎっしりふさぐ』《+『名』+『with』+『名』》 / …‘を’ぐいっと押す《+『名』+『on』、+『on』+『名』》 / 〈機械など〉‘を’一部がつかえて動かなくする / (周波数の似た電波で混信させて)〈放送・通信〉‘を’妨害する / 〈物が〉つかえる、詰まる / (一部分がつかえて)〈機械などが〉動かなくなる《+『up』》 / (狭い場所などに)しゃにむに入り込む《+『into』+『名』》 / (動きがとれないほどの)混雑、雑踏、押し合い / (機械などが)動かなくなること、故障 / 《話》苦しいはめ、苦境、窮地,ʤæ’m
6485,austere, (人・表情・態度などが)厳しい、厳格な / (生活などが)質素な、禁欲的な / (文体・様式・場所などが)簡素な、飾らない,ɔ:stíər
6486,casually, 偶然に、なにげなく,kæ’ʒjuəli
6487,pensive, 物思い(憂い)に沈んだ / (物語・音楽などが)哀愁を漂わせる、もの悲しい,pénsiv
6488,dice, さい、さいころ / さいころ遊び、ばくち / …‘を’ばくちで失う / (…をかけて)〈人〉‘と’さいころを振る《+『名』+『for』+『名』(『wh-節』)》 / 〈野菜など〉‘を’さいの目に切る / ばくちをする,dáis
6489,satisfactorily, 満足に、申し分なく,sæ`tisfæ’kt(ə)r(ə)li
6490,shrunk, shrinkの過去・過去分詞,ʃrʌ’ŋk
6491,administer, …’を’『治める』、管理運営する / (…に対して)…’を’執行する、実行する(carry out)《+『名』+『to』+『名』》 / (…に)〈薬・手当て・援助など〉’を’与える《+『名』+『to』+『名』》 / (…に)〈一撃・非難・叱責など〉’を’与える、浴びせる《+『名』+『to』+『名』》 / (…に)寄与する、役立つ《+『to』+『名』》,ædmínistər
6492,ante, アンティ(ポーカーで新しい札を引く前に出すかけ金) / 《俗》分け前,æ’nti
6493,swine, 《米》《集合的に》豚(pig),swáin
6494,Baptist, バプテスト派(浸礼派)の合員)幼児洗礼・滴礼に反対し、成人になって自ら選んで浸礼を行うキリスト教新教の一派) / 《the ~》洗礼者ヨハネ,bæ’ptist
6495,listener, 耳を傾ける人、聞き手;(ラジオ)聴取者,lísnər
6496,unimportant, 『重要でない』、取るに足りない,ʌ`nimpɔ’:rt(ə)nt
6497,genera, genusの複数形,ʤénərə
6498,contrivance, 〈U〉くふう、考案;発明の才 / 考案物、開明品;(考案した)仕掛け / 〈C〉《複数形で》たくらみ、計略,kəntráivəns
6499,deplorable, 嘆かわしい / 痛ましい、みじめな / ひどい,diplɔ’:rəbl
6500,museum, 『博物館』;美術館,mju:zí:əm
6501,benefactor, 恩人 / (社会福祉施設・学校などの)後援者,bénəfæ`ktər
6502,alphabet,〈C〉アルファベット(言語の音声を表す記号の体係をいい、現代英語ではaからzまでの26文字の総称)[ギリシア語のα(alpha)、β(beta)からきた語] / 《the ~》初歩、いろは,æ’lfəbèt
6503,rout, 大敗北 / (敗北の後の)総崩れ、敗走 / …‘を’敗走させる  …‘を’むりやり外へ出す、追い出す / …‘を’見つけ出す、捜し出す《+『名』+『out、』+『out』+『名』》 / 〈豚などが〉…‘を’鼻先でほじくり出す / 〈豚などが〉鼻先で地面をほじくる / かき回して捜す,ráut
6504,scatter, (…に)…‘を’『ばらまく』、まき散らす《+『名』+『on』(『over』)+『名』》;(…の回りに)…‘を’ばらまく《+『名』+『around』(『round』、『about』)+『名』》 / (…を)〈場所〉‘に’ばらまく、まき散らす《+『名』+『with』+『名』》 / …‘を’追い散らす、散乱させる・散乱する,skæ’tər
6505,Boer, ボーア人(オランダ系の南アフリカ移住者),bɔ’:r
6506,Bohemia, ボヘミア(チェコスロバキア西部の地方で、もと王国),bouhí:miə
6507,misunderstanding, (…を)誤解すること《+『of』+『名』》,mìsʌndərstæ’ndiŋ
6508,dexterity, (手先などの)器用さ、巧妙さ / (知的な)機敏さ、抜け目なさ,dekstérəti
6509,rag, 『布切れ』;(特に)『ぼろ切れ』、ぼろくず / 《複数形で》ぼろ服 / (一般に)(…の)小片、切れ端、かけら《+『of』+『名』》 / 《話》ぼろ新聞  《米》〈人〉‘を’しかる / 《英》〈人〉‘を’からかう、〈人〉‘に’悪ふざけする / 悪ふざけ、ばか騒ぎ / 大学生が資金集めのために練り歩く愉快な行列  ラグタイム(ragtime)の曲,ræ’g
6510,inseparable, 分けられない、分離できない,insép(ə)rəbl
6511,punch, …‘を’『げんこつでなぐる』 / (機械などを動かすために)…‘を’押す / 《話》〈家畜〉‘を’追う・げんこつでなぐる / 〈C〉『げんこつの一打ち』 / 〈U〉《話》迫力  『パンチ』(穴あけ器、刻印器など) / …‘に’パンチを入れる、穴をあける、刻印する;(…に)〈穴〉‘を’あける《+『名』〈穴〉+『in』+『名』》  ポンチ、パンチ(酒に水・砂糖・牛乳・レモン・香料などを混ぜた飲物),pʌ’nʧ
6512,brazen, 真ちゅう製の / (色・音・強さなどが)真ちゅうに似た;管楽器のような音を出す / 鉄面皮な、ずうずうしい,bréizn
6513,economical, (人が)『節約する』、倹約家の / (物事が)経済的な、徳用の,èkənɑ’mikəl
6514,mythology, 〈U〉《集合的に》神話(myths);〈C〉神話集 / 〈U〉神話学,miθɑ’ləʤi
6515,Abel,アベル(聖書で、AdamとEveの第2子;兄のカイン(Cain)に殺された),éibəl
6516,stride, +副(句)(元気よくまたはいばって)大またに歩く・ +前+(代)名〔…を〕またぎ越す、またぐ 〔across、over〕・〈溝(みぞ)などを〉またぐ、またぎ越す・〈道などを〉大またに歩く、闊歩する・〈ものに〉またがる・大またに歩くこと、闊歩・ [通例単数形で] 歩幅; (歩く)ペース・ ひとまたぎ・ [通例複数形で] 進歩、発展,stráid
6517,circumference, 外周、(特に)円周,sərkʌ’mfərəns
6518,meddle, (…に)『おせっかいをやく』《+『in』+『名』》 / (…を)『いじくりまわす』《+『with』+『名』》,médl
6519,axis, 〈C〉軸、軸線;枢軸(すうじく) / 《the A-》枢軸国(第二次大戦当時の日本・ドイツ・イタリアなど),æ’ksis
6520,gum, 〈U〉ガム、ゴム(植物から分泌される乳状の液(水に溶け、空気中で凝固する) / 〈U〉ゴムのり / 〈U〉=chewing gum / =gum tree / 〈U〉目やに / …‘に’ゴムを塗る;…‘を’ゴムのりでつける / ゴムを分泌する;〈樹木が〉やにを出す  歯ぐき  ちえっ!畜生!,gúm
6521,ferocity, どう猛[性]、凶暴性; / どう猛な行為,fərɑ’səti
6522,giddy, (人が)めまいがする / (場所などが)めまいを起こさせる / 軽薄な、うわついた,gídi
6523,secluded, 引き込もった、隠居した / 人里離れた,siklú:did
6524,satisfying, 満足を与える、満足な、申し分のない,sæ’tisfàiiŋ
6525,reliable, 『信頼できる』、あてになる、確実な,riláiəbl
6526,disgusting, むかつくような、吐き気を催させる;実にいやな,disgʌ’stiŋ
6527,ethical, 倫理の、今徳の;倫理学 / 道徳的な、(特に)職業道徳にかなった,éθikəl
6528,lash, 〈C〉(皮製の)『むちひも』、むち / 〈C〉『むちの一打ち』;《the ~》(昔の刑罰で)むち打ちの刑罰 / 〈C〉(むちのような)素早い動き;(むち打つような)激しい非難、痛烈な皮肉 / 〈C〉まつげ(eyelash) / 〈人・動物〉‘を’『むちで打つ』 / 〈風・雨・波などが〉…‘を’激しく打つ / 〈むち・尾など〉‘を’『激しく振る』 / (言葉で)…‘を’厳しく非難する《+『名』+『with』+『名』》 / 〈人など〉‘を’刺激して(かり立てて)(…)させる《+『名』+『to』(『into』)+『名』》 / (…を)『激しく打つ』《+『at』+『名』》 / (…に)〈雨・風・波などが〉『激しく打ちつける』《+『against』+『名』》 / 〈尾などが〉激しく動く《+『about』》  (綱・ひもなどで)…‘を’しっかり結ぶ;(…に)…‘を’縛り付ける《+『名』+『to』+『名』》,læ’ʃ
6529,recital, 〈C〉リサイタル、独奏会、独唱会;(ダンスなどの)独演会 / 〈U〉〈C〉(聴衆の前での)朗読、暗唱 / 〈U〉〈C〉(でき事などの)詳しい話《+『of』+『名』》,risáitl
6530,Buddhist, 仏教徒 / 仏教の;仏教徒の,bú:dist
6531,collapse, 〈家・いすなどが〉『つぶれる』、陥没する / 〈人が〉『倒れる』、〈健康などが〉急に衰える、虚脱状態になる / 〈計画・希望などが〉つぶれる、だめになる / 〈いす・机などが〉折り畳める / 〈計画・運動など〉’を’つぶす、崩壊させる / 〈いす・机など〉’を’折り畳む / (建造物などの)『崩壊』、陥没、倒壊《+『of』+『名』》 / (健康などの)急激な衰弱、(気力などの)衰え《+『of』+『名』》 / (希望・計画・事業などの)挫折、失敗、崩壊《+『of』+『名』》,kəlæ’ps
6532,unsatisfactory, (物事が)不満足な、不十分な,ʌ`nsæ`tisfæ’kt(ə)ri
6533,lore, (民族の間に伝承された特殊な)民間伝承、民族伝承 / (特定の題目に関する)知識、学問,lɔ’:r
6534,mainland, 《通例 the~》本土、大陸(付近の島と区別した),méinlæ`nd
6535,Scot, スコットランド人,skɑ’t
6536,repute, (人・物の)評判、世評 / 名声 / …‘を’評判にする,ripjú:t
6537,cushion, 『クッション』、座ぶとん / クッション状の物;(衝撃などを和らげるための)詰め物、まくら / 玉突台のクッション / …‘に’クッションを当てる;〈衝撃など〉’を’クッションを当てて和らげる,kúʃən
6538,confound, 〈情況など〉’を’『混乱させる』、〈人〉’を’困惑させる、面くらわせる / (…と)…’を’『混同する』《+『名』+『with』+『名』》 / 〈計画・希望・敵など〉’を’破る、くじく(defeat) / 《遠回しに腹立たしさなどを表して》〈神〉が…’を’地獄に落とす,kɑnfáund
6539,scrub, (たわし・ブラシなどで)…‘を’『ごしごしする』(洗う) / (…から)…‘を’こすり落とす《+『名』+『off』(『out』)+『名』》 / 〈ガスなど〉‘から’不純物を除く / …‘を’延期する;…‘を’取り消す / ごしごしこすってきれいにする / ごしごしとこすること、こすってきれいにすること  〈U〉下ばえ、低木の茂み / 〈C〉《話》標準より小さい(劣った)人(物、動物) / 〈C〉補欠(二軍)選手 / 標準より小さい(劣った) / 二流(二軍)選手の / やぶにおおわれた,skrʌ’b
6540,myth, 〈C〉(個々の)『神話』、神代物語;〈U〉《集合的に》神話 / 〈C〉神話的な人(物・事) / 〈C〉作り話、伝説;(…という)作り話《+『that節』》,míθ
6541,ownership, 所有者であること、所有;所有権,óunəʃip
6542,cape, ケープ(婦人服の短いそでなし外とう)  『みさき』(岬) / 《the C-》=the Cape of Good Hope,kéip
6543,glimmer, 『ちらちらする』(『明滅する』)『光』、かすかな(ぼんやりした)光 / 《a ~》(…の)ごくわずか、少量《+of+名》 / ちらちら光る、明滅する、かすかに光る,glímər
